Quantity,Name,Scryfall ID
1,Freedom Fighter Recruit,a2d75e36-0824-48db-86ff-ca163be27e2b
1,Frenzied Baloth,c72d85e9-a0bc-4f73-8d73-c58843577f4e
1,Frenzied Goblin,d5592573-2889-40b1-b1d5-c2802482549a
1,Frenzied Raptor,5fb22ac0-3863-4165-8c93-f2ec1775474f
1,Frenzied Raptor,a7c3a1c9-ffa2-4990-aa4b-db9d688f1ed4
5,Frilled Cave-Wurm,6f65e1bc-fade-4fdf-a1fd-de068bff9e4c
1,"Frodo, Determined Hero",83d1b37c-a8c6-4690-8701-3395397711e7
1,Frog-Squirrels,73f4c4b7-5c05-48a5-adb2-ca850df8cd03
1,Frontline Devastator,8c869cc4-eed9-4b24-b60f-2d7f85b885dc
2,Frontline Rebel,b742738a-2663-474d-b75a-28f1f67dc335
1,Frostburn Weird,32b03336-76f2-4086-b737-7cd6e30014e6
1,Frostpeak Yeti,3f406ce3-dce1-42d3-b76c-8e8c4b2770cb
1,Fugitive Wizard,520ad9d0-5f41-4183-a04e-58a61ad7202b
1,Full Bore,cfee64ef-d22d-4024-bc65-59cbd1731d1c
1,Fuming Effigy,7ce76a38-fc5f-4e29-ba24-4a877179a62c
1,Funeral Rites,30aa6796-0cb6-426b-9e3f-4d7e4959a6a4
2,Fungal Colossus,9dc9559f-cece-4c85-807c-158291666007
3,Fungal Fortitude,9d2bd0ca-521c-45d9-85ed-2f36f583408e
1,Furnace Celebration,f48f7f79-fc49-4d1e-a84f-c630ba238e83
1,"Fynn, the Fangbearer",837e18d9-a5a6-4a0c-a604-9374d5b0dea4
1,Gadget Technician,3b489a54-ee43-4962-be7b-16e0e28800e0
2,Gaea's Anthem,43febc63-597d-4392-b8ea-a00841148c45
1,Gaea's Might,89c46e9c-ae7c-466c-bb11-4f4d01ea7a63
1,Galactic Wayfarer,85b898d2-050f-49a2-87af-07d54d105336
2,Gallant Citizen,43790471-6ec8-4c1d-b6d3-74c6cdf8ce43
1,Galvanize,64ed3bfa-3294-45dd-825e-3afc2580f0d4
1,Gandalf the Grey,d0ff7dea-1ed2-4987-b42a-6d1d8c493f5a
1,"Gandalf, White Rider",b422ce26-06fb-4748-9c01-32c4be914a77
2,Garenbrig Carver // Shield's Might,194b7a1c-291a-470e-9a40-61b72a46793b
1,Garenbrig Paladin,8445020a-6fab-47dd-9e57-886c28f68b3f
1,Gargantuan Leech,94724efb-4785-4751-9fe1-07f243dd6008
1,Gargoyle Sentinel,381e9f97-9655-4f41-9829-4ac26c2ed6ac
1,Gateway Plaza,3433a2c2-d252-4cd8-97e8-389875b2cda0
1,Gather the White Lotus,96e2b3d0-f060-4f3c-9d12-a0444b202008
1,Gearbane Orangutan,6900a344-a155-4ee1-a3ac-d6c28e024270
1,Geistflame,c671b096-17a4-4cdb-b954-7b04981e7aef
1,Geist Snatch,b6dac5db-ef96-4bd5-aabc-e5ae2b95c8c3
1,Gem of Becoming,0e07bc36-2207-48f4-a151-4ccb0c6d851d
1,Gene Pollinator,ce7a8eec-a029-4ee1-b2d6-405d903d4640
1,Genesis,9b741d88-513a-4f47-a4fd-af42c5e44b6d
1,Geological Appraiser,7f9c1a82-695b-4df2-8e51-2d71a62e7baf
1,Germinating Wurm,fcde173a-6314-4904-bddd-68b2ab1e4867
1,Getaway Car,8a6d2fa3-3f5a-4b6f-8b7e-6a8bf65c07ad
1,Get Lost,522aa72b-2b8c-484c-872b-f082101cee35
1,Geyser Leaper,4d25428d-e5a5-43c4-8544-43120ed1c4d5
2,Geyser Leaper,4d25428d-e5a5-43c4-8544-43120ed1c4d5
2,Geyser Leaper,4d25428d-e5a5-43c4-8544-43120ed1c4d5
1,Ghalma's Warden,efbf5ff1-6539-4116-ad4f-ce412ae20640
1,Giant Fly,686e3587-6f0a-4648-99e0-3dae9cdda3de
1,Giant Growth,bd0bf74e-14c1-4428-88d8-2181a080b5d0
2,Giant Growth,e70722d6-b4d5-45c2-9488-9a5eb0bdb9bd
1,Giant Koi,3938ec1f-979c-48e5-bb13-bebace006a8f
3,Giant Koi,3938ec1f-979c-48e5-bb13-bebace006a8f
1,Giant Koi,3938ec1f-979c-48e5-bb13-bebace006a8f
1,Gibbering Barricade,0674b340-420d-4864-92fe-7b268fe0874c
1,Gift of Strength,3b779620-6bac-445e-a6fe-6d770c0a9c70
1,Gilacorn,b7f90eef-2393-4e44-9895-00489d3eaa92
2,Gilt-Leaf Winnower,fea7fbfc-c17d-4a5b-863e-842d4040200a
1,Gimli's Fury,efde011d-8732-49b3-9204-8b114a3d81ba
4,Glider Kids,0613afb5-4cee-4132-8adf-404767ed8d07
1,Glider Staff,7517f2eb-a24d-49f6-82bf-08de55d3789a
2,Glimpse the Core,de7d6aed-3dc8-417d-a190-1660cfc8ee4a
1,Gloom Pangolin,3f135dd7-2a4f-4c83-9a90-76bcab3cc33d
1,Gloomshrieker,a2b50751-7f65-4321-86da-eef735bf8b67
2,Glorifier of Suffering,7580ad36-7362-4dee-9511-d119173b70e8
1,Glory Bearers,8a70e1be-f04a-43c1-8fca-205a24e3db38
2,Glowcap Lantern,bafde87c-743d-4307-93e0-fbd30f5d92f6
1,Gnarlroot Pallbearer,b7382154-ac8f-40ca-94e4-2f0533c0cf20
1,Gnaw to the Bone,416148c8-13d3-46d3-ac93-6eb7cbab2881
1,Goblin Assailant,8cfefb65-b6e4-44a1-baa9-d3c00ee8ba96
1,Goblin Firebomb,55ab3f99-9541-4100-818c-5d9e916791e4
1,Goblin Freerunner,5082e0a1-5c3e-4b8c-ba88-290151564133
1,Goblin Locksmith,cf2bed0a-990a-499a-af0a-52b77557d7cb
1,Goblin Matron,a521a254-c484-4d59-bb7e-8745e96d4bbf
1,Goblin Oriflamme,0259e4d8-849b-468e-a902-aa1d7f2d5b6a
2,Goblin Piker,083ec3e7-950c-4e9d-aba5-02ed13d723f0
1,Goblin Shrine,12711fa3-455d-498a-a1e9-881c62e9bb4f
1,Goblin Smuggler,5837ccf1-9bac-4afb-bcc9-82c5f3c0e8e2
1,Goblin Surprise,527dd5d4-5f72-40bb-8a9d-1f5ac3f81e2e
2,Goblin Tomb Raider,018160fe-f602-43f5-8495-241a08eaa69c
1,Goblin Tunneler,7d1ebba6-25ed-448f-b230-7c4a0ca675fa
1,Goblin Tutor,aba2055e-c668-4fe5-9c2b-0ef17557548c
1,Goblin War Paint,52aedc52-8fc9-4a5d-af42-f9db684c3003
1,Gods' Hall Guardian,e8e645c8-90ac-4865-b441-e64251d6c9a8
1,"Gohn, Town of Ruin",99582781-613e-4a33-aec7-7569b4a961aa
1,Goldfury Strider,415904fe-b77f-4c1a-850f-688484d629e6
3,Golgari Guildgate,9baed2e6-687f-4ab4-b378-4282f3a43c9c
1,Golgari Guildgate,f0a021e9-b11a-4028-86c9-01b62eae1877
1,"Gollum, Patient Plotter",a881aa61-fc7c-4ffb-a129-f75be8b2e498
1,Gone Missing,e88ae6bf-9c58-4543-ba66-19ea41d01e9b
1,Gore-House Chainwalker,56ba132f-95fc-4b99-a1dc-ebe6f622bb41
1,Gorilla Berserkers,344b4613-17f8-4c8b-b5bc-f773a8f8007a
1,"Gothmog, Morgul Lieutenant",a1c10e93-88eb-46b9-8adc-583661807990
1,"Gothmog, Morgul Lieutenant",4b9af0ce-db08-4ccf-a9f3-b7c1eea14423
1,Grand Ball Guest,d6e75228-16af-42b0-8441-ed253a660cc9
1,Gran-Gran,fa434b41-e5f7-4989-865a-95db67b05cb1
1,Grasping Shadows // Shadows' Lair,81b8b9c9-725d-476d-a3cf-55e3dc3e433d
1,Grateful Apparition,5e1cf888-dd41-4cc2-a16e-3414ef7a78ed
1,Gravblade Heavy,b3872341-d711-407b-85e4-46ccb99988e1
1,Gravedigger,3c6d2a84-5e47-4f7a-83f7-ee4e670980c7
1,Gravedigger,0fb714a0-e61b-4ccf-8de6-3a6bf87c8315
1,Gravel-Hide Goblin,ed8d49e1-4079-4411-930b-36dbac5c2113
1,Graven Abomination,89880f30-aa38-4231-8d16-25c644bde6bf
1,Gravepurge,3c0c266b-9ef5-4de2-a358-65739de41491
1,Gravestone Strider,1f952d8d-c089-432c-822a-8ef1e605ae38
1,Gravkill,cfa6c57f-a193-48cc-9764-d8348548a111
2,Gravpack Monoist,2a968f01-36ef-4cf6-b1db-630c9cde2064
2,Grazing Kelpie,68ccef2d-9a1f-4011-89e1-911bcc109b9d
1,Great Teacher's Decree,7fc449dc-60c7-4b78-9a73-afa1de64a41e
3,Greedy Freebooter,692fe4e8-13b4-4bec-938e-a8073a7fbd71
2,Griffin Protector,10d1d701-841c-4bf3-9122-b01842a22ac6
2,Griffnaut Tracker,95f5d048-226f-49a4-a2ce-a6fa99aa9e8a
2,Grim Affliction,d8145805-daa8-43c0-9f22-e6829f6ed390
1,Gríma Wormtongue,8e3bd86b-e8ca-4885-a823-78fb967e6caf
1,Grim Bauble,9bfdf60a-6f67-4872-8961-d63776b192c3
1,Grim Giganotosaurus,ae30b824-9586-413b-b925-ce6f915bf7e5
1,Grim Initiate,29b6ec9d-3861-48bf-a198-dc7efba5d89c
1,Grim Javelineer,87154116-e306-4e15-bd5a-dcdb5ddbcd36
1,Grisly Transformation,4eb0ce84-560f-4e39-a0ab-7bd710d541cc
1,Growth-Chamber Guardian,0f97cdf4-231d-4bd0-af5e-bcb64ce1556c
1,Gruul Guildgate,33d10573-1695-4a73-b92d-d478572b85ec
1,Gryff's Boon,a01e7a3f-9654-4f72-8adc-20dad0b5d14e
1,Guardian Gladewalker,587eed42-5111-4161-9af5-bf76556c542a
1,Guardian of New Benalia,43da76ee-fec3-4b2e-915d-10cf8d518d2c
1,Guardian of the Forgotten,8032c909-3170-45ab-a552-a8dc683b0a6e
2,Guardian of the Great Door,a86f3cb2-7822-4c19-bd84-cea177e5b6e9
1,Guardians' Pledge,e7e6105c-8633-46f7-a7ca-2a5c36c6d548
1,Guidelight Synergist,fdaeea2c-d8aa-416f-95d6-6af888591fdf
1,Guru Pathik,224a2241-0dce-4008-8d9c-86db40ec5f8b
1,Gust-Skimmer,ddac7b40-f98e-497b-8075-4695ed3ee490
1,Gutter Skulker // Gutter Shortcut,ceb84515-7b8f-444d-b6a9-61231621f9b7
1,Guy in the Chair,65e97c06-55a6-4841-be0f-055c015df90a
1,Haazda Vigilante,5277fe72-dc33-4d19-a439-63b5344c6034
1,"Haliya, Ascendant Cadet",683d6eba-7f98-4105-b318-7f2290012f32
1,Hallowed Healer,254d5bf0-f985-4919-a142-d4578ae9a38e
1,"Hama, the Bloodbender",6fa1197d-7b19-4d86-81e2-5c87de87757b
2,Harbor Serpent,af0f7357-08b0-403e-8913-8965662a905e
1,Hard-Hitting Question,8ad807c2-14a7-4464-bf57-c323fb3c0bd0
1,Harried Dronesmith,36cb25ee-3c84-40a8-ba45-7e44893deecf
1,"Haru, Hidden Talent",9657a0c0-2c26-4331-8e62-f032265a01af
1,Haunt the Network,478d236c-9778-435a-ac21-bd0017a17d5b
2,Headstrong Brute,66973e90-0c8b-4438-bc22-6e78930c194d
2,Headwater Sentries,2af2c338-f5e9-4596-9435-c6aa965ae541
3,Heartfire,7db219ea-2ed1-4a86-955c-d61ecedbc019
2,Heartless Act,b57c57a8-d72b-4c6c-a2db-a7ef61190f42
1,Hedge Whisperer,4627adcd-ace7-4777-a7e6-fc80ac6b9dfe
1,Hekma Sentinels,c9b7e690-e5f7-4d6e-b756-22aea959a612
1,Heliod's Pilgrim,753dd235-55d3-4124-9b43-74517534bd87
1,Hellkite Igniter,dc03ad3e-8113-432c-bff6-3ced73af8728
1,Helpful Hunter,1b9a0e91-80b5-428f-8f08-931d0631be14
1,Helping Hand,b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd
1,Hemlock Vial,7ea6cde3-a4e6-4052-aca3-4d209be15db3
1,Hemosymbic Mite,c14137a4-2d44-444c-ad50-e2edf9380571
1,Herald of Dromoka,8987b2af-66d6-4271-a139-37e544cdec62
1,Herald of Faith,5579f35b-b3d2-4342-a52b-ae36b579d044
1,Hermitic Herbalist,5d0ee441-a057-41b5-abb8-dc86864ac248
1,Hermitic Herbalist,5d0ee441-a057-41b5-abb8-dc86864ac248
2,Hermitic Nautilus,545503f8-a8c6-4518-9ad6-76e4996397fc
2,Heroes' Bane,7f83195c-5150-4763-a2e1-5b109d185d55
2,Hero of Leina Tower,93f3f0ce-e8f5-4020-b8db-23a6aa7f7cb5
1,Hero of the Games,9abd74bb-01b8-4382-90d4-0ffc43e5295d
2,Hero's Downfall,ad2c01d9-8f54-46c0-9dc9-d4d4764ce1c9
3,Hidden Cataract,a3b53320-57bf-4b9f-903d-f14ff0afdd19
3,Hidden Courtyard,b8685d46-99fc-44b3-be95-707a4b7b8327
3,Hidden Necropolis,f67fd04f-05da-4418-97de-abeb7346cc69
4,Hidden Volcano,9fa06aed-52c1-48f1-9906-362db12a3cf7
1,Highborn Vampire,53c56a23-eb4f-4be1-ada9-1ad5b80195d3
1,Highspire Infusion,08325c39-0eeb-4bd0-9adc-2892c1c6637e
2,Hijack,519c5660-4daf-4404-b808-66d1c840ab70
1,Hillcomber Giant,e3d48857-2fb6-4163-8785-12436db1b37c
1,Hinterland Sanctifier,632df69e-6377-43d0-bba5-65518a320aa5
1,Hippo-Cows,24ca6ca8-e239-4fe5-8711-24098b74e2fe
1,Hissing Iguanar,2268cf4b-de6d-4447-86e8-f8298728a3bd
2,Hoarding Dragon,c3a35b3b-0c92-4b40-8210-86a5b5f275eb
2,Hobgoblin Captain,f7c0aa86-fd3b-4e0f-9d37-ce1ea8922243
1,"Hobgoblin, Mantled Marauder",50716fe3-7a19-431e-8758-984fc48d714e
2,Hog-Monkey,4f442970-5355-4abf-8684-17daaa8e469b
1,Hog-Monkey,4f442970-5355-4abf-8684-17daaa8e469b
1,Honored Heirloom,d3390e4d-9137-40ff-b998-bdb19c90b7d5
1,Honored Hierarch,769d0447-2c8f-41ef-a950-3a3022161c7f
1,Horn of Gondor,b14eaeec-d7ce-462a-90d3-2ae5ff605fdb
1,Horn of the Mark,dd86b71f-d736-426f-bf15-013bc8da1a08
1,Hot Dog Cart,6ee3b883-e9f5-426f-a2ea-96fe9ff3aba9
1,Hotfoot Gnome,87468b6b-6f78-42e4-ab0d-6730aeecdc3f
2,Hotshot Investigators,8dc3b23b-04d6-4ac0-b698-596ea90b7781
1,Hoverstone Pilgrim,af7e12ee-3db6-4df7-9859-7a8dee9171c7
1,How to Start a Riot,23b3bf1e-ea85-47f5-8473-4d16615f68d7
2,How to Start a Riot,23b3bf1e-ea85-47f5-8473-4d16615f68d7
1,Huatli's Final Strike,1247a5fa-b50a-4ab1-96ca-dbeb45bd0b56
2,Hullcarver,817b5b18-beb5-48c8-aa45-0515ff9ca5da
1,Hullcarver,817b5b18-beb5-48c8-aa45-0515ff9ca5da
1,Hulldrifter,402666f8-c9cc-4e8f-abaa-6c38be90cdd2
1,Hulldrifter,0279171d-1623-438c-b796-d294c6675604
1,Hulldrifter,402666f8-c9cc-4e8f-abaa-6c38be90cdd2
1,Hundred-Talon Strike,3ed548e0-9196-4bfc-9cfd-149abb945574
1,Hungry Flames,4ca23676-f36f-4266-ba4f-5e9ebf3adb57
1,Hungry Ghoul,790f9433-7565-4f7f-88e8-8af762ea0296
1,Hunter's Blowgun,3348abe7-6aa3-47f7-8203-a15f75007e33
1,Hurl into History,5946463a-2240-4376-b6f5-fd6e3a9cc51c
1,Hylderblade,ac80cf18-0707-4358-bdd4-0c2b90d0a1d9
1,Hypothesizzle,d5690329-feb8-49c0-8f59-ee13782e8d3b
1,Ice Cage,a5e14b62-c050-4d43-aeee-873f46d1e295
1,Icefeather Aven,dc8b7dc7-b7a2-40fe-823c-642d8867973c
2,Icetill Explorer,d9482aab-6ddf-48e1-84fa-b13d5ff81e69
1,Icewind Elemental,fd0eba76-3829-408b-828f-0b223c884728
2,Idol of the Deep King // Sovereign's Macuahuitl,d1d8d8ef-c8b2-4e7c-89e4-b381dff20584
2,Iguana Parrot,7faa3e3d-c08a-4908-85ef-1370d3f90815
1,Iguana Parrot,7faa3e3d-c08a-4908-85ef-1370d3f90815
1,Iguana Parrot,7faa3e3d-c08a-4908-85ef-1370d3f90815
1,Illvoi Galeblade,769f7d13-a312-4d79-8639-6ae248452448
2,Illvoi Infiltrator,2db4ed41-0426-4d7f-bb43-e43392bed83b
1,Illvoi Light Jammer,efb3d961-543c-4404-b4ed-1cb28ee411b3
2,Impeccable Timing,2921c95e-bf2f-409b-a41d-86d873690562
2,Impede Momentum,259c04f7-86f2-4584-97fb-8278dca9a213
1,Incendiary Oracle,eb6b9b5c-35ff-47ac-9b04-71257314b686
1,Incinerating Blast,d58e20ab-c5ca-4295-884d-78efdaa83243
1,Incite,6ba4dcc6-05a5-43e9-b445-bae83180aa79
1,Inevitable End,a6522f01-ae7a-467e-9a05-530a5ccd304d
1,Infernal Pet,80340582-655b-4bf1-88fb-14bcbe17aa04
1,Infested Fleshcutter,9f03d6bf-cbba-4ad7-8cec-065a47f03dbe
1,Inga Rune-Eyes,c190eceb-f6d8-408f-bbc4-df0fefb778ad
1,Ingenious Leonin,ea566679-4202-4076-9314-142241485f6e
1,Inner Demons Gangsters,f0252819-4eda-457d-9688-b08b83b1edc9
2,Innocent Bystander,085f4595-4ae5-428e-a934-e918774df6fd
1,Innocent Traveler // Malicious Invader,13a5e5fd-a67a-4c0e-97ae-923bdbc1be20
1,Insatiable Souleater,171d5213-5bb4-4f5b-9ddd-e2a7ac092ec6
1,Insolent Neonate,813104f6-e6e4-4709-8626-12fe4262a11f
1,Inspired Charge,eca67eb3-44e7-4315-9808-870057915a84
1,Inspired Charge,43479f67-57b2-4a99-8928-10fc9dde33b9
2,Inspired Insurgent,119d4579-26e6-4985-b232-40d11d60fd96
1,Inspiring Overseer,c3e9aa54-e5d5-4cbb-9d2a-263b9eba398f
1,Inspiring Roar,1287d422-d6b0-43eb-8e89-3d6a0201100d
1,Instrument of the Bards,d58486dc-3e78-4649-89c7-46f6210ff80f
1,Intangible Virtue,716d82a1-fb5d-4607-b1fa-e8e9edd4dd77
2,In the Presence of Ages,97b1be22-3177-49af-bb06-42497d717c21
1,Into the Fray,c99d116c-41c0-41af-9a68-9ac995f3000b
1,Into the Roil,25edefa9-9fff-4b71-83ae-696c196a795c
1,Into the Void,55e240e7-d7b3-4fce-9acd-48b6a3bf2a80
1,Intrepid Paleontologist,871a164a-0fe6-480e-a1be-cbffce884bd3
2,Invasion Reinforcements,b8845bba-d116-43cd-8ae0-e553f3324d66
1,Invasion Tactics,27c6330d-49f6-4707-b4d4-d1411fa422eb
3,Inverted Iceberg // Iceberg Titan,ac5e9a53-cc4f-4ced-8088-5a73d619eae3
1,Invigorating Boon,6eb5124d-bcd6-4aa4-8fd2-f49c8dc6765a
1,Invoke the Ancients,b5c02102-3be7-462f-ab9c-ff404255002d
1,Ioreth of the Healing House,03ab74cd-978a-49eb-9d38-bc8b472b3cef
1,Ire Shaman,ea54760c-2cd3-43eb-bc45-adc0997b34b0
1,"Iroh, Dragon of the West",aa261709-8966-4dee-b16b-f9e2a32ad84b
1,"Iroh, Grand Lotus",879b73d3-4552-4fdc-baee-c4d097ae9a4f
1,"Iroh, Grand Lotus",879b73d3-4552-4fdc-baee-c4d097ae9a4f
2,Iroh's Demonstration,18d15fed-1f8f-4407-a221-a47ce75001a8
1,Iron Bully,545521f8-ab61-4f18-b290-16cd2c2d505e
2,Ironpaw Aspirant,f70689a0-ac69-4052-84fc-9055e9e1c54b
1,Island,76313c69-8ec7-49e3-a34e-ade26097284c
5,Island,d894c61a-4062-442e-8ead-5197c3bffd00
1,Island,8fee8302-39ca-43c3-b139-62e591559306
2,Island,a2e22347-f0cb-4cfd-88a3-4f46a16e4946
1,Island,fe5f01e9-f85f-41e8-9527-88f76e7bfc02
30,Island,a2e22347-f0cb-4cfd-88a3-4f46a16e4946
3,Island,338e5b63-1fee-4a7c-af9b-483d383f79b7
2,Island,d894c61a-4062-442e-8ead-5197c3bffd00
2,Island,a2e22347-f0cb-4cfd-88a3-4f46a16e4946
1,Island,76c343f5-6955-4ba2-a435-36d55182d1dd
1,Island,dd5b22ec-847a-46bd-828e-be6059b4faec
2,Ithilien Kingfisher,68c29762-6859-4564-9e1d-a87fa63b951a
1,It'll Quench Ya!,47c25e41-f43c-4447-81b5-b9631448bd29
1,"Itzquinth, Firstborn of Gishath",44f2aa6b-a092-4348-a24f-5edf46544eb7
1,"Itzquinth, Firstborn of Gishath",7112c366-b36a-4bc8-aa64-6bad16bebc39
2,Ivy Elemental,704a2367-823f-4e40-8b3c-91115bb9b755
1,Ivy Lane Denizen,b6936a91-db5d-4977-a851-2dc6a4141ceb
2,Ixalli's Keeper,e5b98537-abf4-46cb-853f-9561811ab439
2,Ixalli's Lorekeeper,4bc94ded-458d-4458-9c0b-136d825b885d
4,Izzet Guildgate,fc36bb2a-115d-4e24-a1e9-02b21773e945
1,Jaded Analyst,2807dcfb-d99c-483b-835f-2606eae4bd30
1,Jadelight Spelunker,68e633d3-47e2-48c5-9be3-574ce5023bf7
2,Jade Seedstones // Jadeheart Attendant,bb95ffc2-ef35-49bf-8211-c5354d176051
2,Jalum Tome,3d2db45f-4cdb-4b7f-a270-44b2b1482f69
3,Jaya's Greeting,ec66f169-5cf9-4d7c-a5ab-c64fc4801358
4,Jayemdae Tome,518af905-f518-4269-89b4-781085be8dd2
1,Jazal Goldmane,5aa8f635-c638-4207-8631-f6b5185f8696
2,Jeong Jeong's Deserters,060966f9-5e56-4512-9ef3-2b216daf093c
2,Jeong Jeong's Deserters,060966f9-5e56-4512-9ef3-2b216daf093c
1,"Jeong Jeong, the Deserter",a9f63d3b-bee5-48bc-8b04-d8b24b0bda6e
1,"Jeong Jeong, the Deserter",a9f63d3b-bee5-48bc-8b04-d8b24b0bda6e
1,Jeskai Devotee,27f31f9c-7149-4608-9b18-b3530a2efd4a
1,"Jet, Freedom Fighter",9202c044-15e4-4218-a94d-16287ba19d69
2,Join Forces,e4dce5e7-c864-4239-bab7-af6a3adcb731
1,Join the Dead,b5bf6c25-a7d7-40b6-aa19-f852d348967f
1,"Joo Dee, One of Many",7ae1439f-a0c4-42c2-a4f3-8851defa981e
1,Joraga Invocation,01ceca57-65f4-4f99-bd14-9fe5f86c1f62
1,Jubilant Skybonder,7f8f2d69-fba9-40e5-8ef7-75e14ef4070a
1,"June, Bounty Hunter",148bbaab-bc7b-46ab-8e18-ade69d71d847
3,"June, Bounty Hunter",148bbaab-bc7b-46ab-8e18-ade69d71d847
3,Jungle Hollow,7fc11a2d-7592-46ca-9e9c-fa14c21dc38c
1,Junk Winder,0ee1b75a-18e3-43ce-a1db-b27fd1771279
2,Jwar Isle Avenger,0a5b059f-2fa3-474f-9c74-6d4021703add
1,Kabuto Moth,cf3ccd16-bb1b-40d5-87a6-47a6132e0143
1,"Kalakscion, Hunger Tyrant",1214fc6d-ae47-418d-88cc-58633ec2ac7a
1,Kami of Restless Shadows,62d3be4a-ab4f-46ef-837c-0f7559a701fe
2,Kapow!,cec575f6-43c9-41c6-a996-bb806bf82185
2,Karfell Harbinger,4911016c-b92a-47cc-9553-b424d7be196a
1,Karfell Kennel-Master,f670c380-6faa-42ec-ab41-6be8137169b2
1,Kargan Dragonrider,701aef07-4291-4dfd-b9b2-bfc26745341c
4,Kaslem's Stonetree // Kaslem's Strider,78b1b412-228a-4e05-a4b3-8159ebf54dc6
1,Kasmina's Transmutation,b5287705-cf89-49cb-b1f2-bff7a9119c98
1,"Katara, Bending Prodigy",e8372167-383f-4302-a8ea-b6bf495c870c
3,"Katara, Bending Prodigy",e8372167-383f-4302-a8ea-b6bf495c870c
1,"Katara, Seeking Revenge",a1c3f58b-9323-44ea-93f0-64d5992c5674
1,"Katara, Waterbending Master",2c348122-37e0-443b-861d-ccf2837ce7a3
1,Kavaron Harrier,1da2a740-e4ff-4661-ba57-39b15c58e26e
2,Kavaron Skywarden,617038a8-0544-4d0e-8ff1-c786e60ecd59
3,Kavaron Turbodrone,f5e92cdd-75df-499e-94f7-22287f1000b3
2,Kav Landseeker,7a5a7e89-50e3-43cb-af93-d7d80a630c11
1,"Kellan, Daring Traveler // Journey On",01739030-c280-492b-a5c9-b3e9f6debc6d
1,Kellan's Lightblades,0cc727a6-f875-49b1-b7a4-67f22fbc3d50
1,Ketria Crystal,7df435cb-3aeb-490a-8fca-91f3b6936965
1,Kindled Fury,82220a35-a6e0-4482-b514-f964664ec5ec
1,Kindled Fury,af158462-91e3-4ad7-b435-95d4eb32fe0a
1,Kindly Customer,84332812-367a-4ac4-9be5-2adc57562c9d
1,King of the Oathbreakers,cc857755-62e6-4d29-95f5-82f5d4bde522
3,Kinjalli's Dawnrunner,fc4c527c-6963-47f4-bcad-841d06bb2211
1,Kinsbaile Courier,56b2b413-e00f-440d-9d27-92eb069b8c71
1,Kinzu of the Bleak Coven,28934cf3-c1e0-49c9-93ce-fd60b1881884
1,Kitesail Corsair,c82d7c6d-523c-46c9-a189-44c0bd8386d1
2,Knife,b6883788-e1ee-4ddd-add2-24d6bc367717
1,Knight Luminary,34334971-c1b7-4506-a6dd-77f66b3ae4e7
1,Knightly Valor,c0f20ca6-1a92-4be5-a84a-e7f8f0b7f648
1,Knight of Dawn's Light,b7c7a54e-4df6-4745-8bae-aeefda934d82
1,Knight of the Skyward Eye,c908f812-a7ee-411e-89f1-1f84793d095d
1,Knowledge Seeker,8554e862-f78a-42f5-b876-076aac6c9504
1,Knowledge Seeker,8554e862-f78a-42f5-b876-076aac6c9504
2,Koala-Sheep,7785ddfe-f8ae-473a-8064-549884c5aabc
1,Kolaghan Aspirant,aa17972e-c16b-4dec-a108-1c3fb0138a4e
1,Kolaghan Warmonger,8361d9e2-b9fc-4d46-a1ba-a24139157f26
1,"Koll, the Forgemaster",37533179-8e58-40bc-af16-0d2c58b773ba
1,Koma's Faithful,af0f1a90-af64-4122-9c1a-954edf8fa240
3,"Kongming, ""Sleeping Dragon""",70c9e4fd-e987-4653-abb1-e32971745db2
2,Koth's Courier,978cc53c-c038-4442-bd46-e0b9e8cdd924
1,Kraul Stinger,46b88fe9-2450-47ee-ac1e-bbbccbf5684f
1,Kraul Whipcracker,0a70bb7a-ba29-4fa5-b5f7-e2c71ca7df6f
2,"Kraven, Proud Predator",af7c63e1-eccc-40a2-ba14-ce0d2a6123fc
1,Kraven's Cats,86c415d8-1d2d-4339-955b-0f2aebeb3c95
1,Krovod Haunch,f663cd86-39e6-467b-85b7-dd27536251a6
1,Kruphix's Insight,d5d7ab7a-fcb2-44c7-8e99-e627d3ced1ea
1,"Kutzil, Malamet Exemplar",c9f88a40-a6ed-4c1f-a309-011aca1acddd
2,Kyoshi Battle Fan,257e6862-96fe-4312-aff2-509d0696843a
2,Kyoshi Battle Fan,257e6862-96fe-4312-aff2-509d0696843a
2,Kyoshi Battle Fan,257e6862-96fe-4312-aff2-509d0696843a
1,Kyoshi Village,8d5f3008-2af8-4e81-8847-1c91f524e747
1,Kyoshi Warrior Exemplars,052c27d2-1aa4-44be-b0eb-39f413a7205d
1,Kyoshi Warriors,211045e1-85c7-4088-b830-a2afa0fe520b
2,Kyoshi Warriors,211045e1-85c7-4088-b830-a2afa0fe520b
1,"Lady Octopus, Inspired Inventor",8c5f360b-f9a0-46e0-9e8b-58e5b4b0389e
1,Lagonna-Band Trailblazer,38a6f533-6acb-4c24-ae9d-fe4977230156
1,Lair Delve,604948d8-6224-45ca-9ebb-d716644bbfd0
1,Laquatus's Creativity,dcd48c28-bfa3-4eca-8e1a-f72d785b2ab9
1,Lash of the Balrog,a3bb0051-3ba3-4e22-9098-42ee0d9b645c
1,Lash of the Whip,ba32cf1f-375c-4cc5-9963-c4f9510e3b39
